40.007041,-105.261886,4260.50,35662,6.579615
40.007022,-105.261878,4324.47,36662,4.974498
40.007003,-105.261840,4339.24,37663,8.878479
40.006988,-105.261810,4368.11,38664,7.095679
40.006977,-105.261779,4405.51,39665,6.644674
40.006977,-105.261741,4439.30,40665,7.513195
40.006980,-105.261711,4466.86,41663,6.091190
40.006980,-105.261672,4481.30,42664,7.505675
40.006977,-105.261634,4489.83,43668,7.535200
40.006977,-105.261627,4515.75,44668,1.502639
40.006973,-105.261604,4533.14,45674,4.579292
40.006965,-105.261596,4555.77,46667,2.438653
40.006961,-105.261589,4578.74,47671,1.770379
40.006958,-105.261596,4603.35,48674,1.772148
40.006954,-105.261596,4611.55,49675,0.947571
40.006950,-105.261611,4628.61,50675,3.151696
40.006946,-105.261634,4649.28,51677,4.593015
40.006942,-105.261650,4669.62,52676,3.154858
40.006935,-105.261657,4682.74,53677,2.419124
40.006927,-105.261665,4695.21,54680,2.414291
40.006919,-105.261657,4705.38,55680,2.419124
40.006900,-105.261627,4716.86,56682,7.643931
40.006877,-105.261596,4725.07,57681,8.289643
40.006839,-105.261581,4735.56,58678,9.988992
40.006790,-105.261573,4743.77,59678,12.421789
40.006549,-105.261482,4919.95,60683,62.163871
40.006401,-105.261451,4996.39,61683,37.513961
40.006225,-105.261405,5084.97,62683,44.596458
40.006095,-105.261398,5128.94,63686,32.220066
40.005970,-105.261428,5190.94,64684,31.967861
40.005859,-105.261451,5234.91,65684,27.901195
40.005771,-105.261466,5243.77,66688,21.955627
40.005680,-105.261489,5249.02,67689,23.205633
40.005592,-105.261520,5254.92,68686,22.718160
40.005508,-105.261566,5260.17,69690,22.660173
40.005428,-105.261619,5270.01,70689,22.543216
40.005348,-105.261688,5278.87,71690,24.044347
40.005275,-105.261764,5290.68,72689,23.501865
40.005207,-105.261848,5302.82,73693,23.680965
40.005146,-105.261924,5314.30,74691,21.410514
40.005092,-105.262008,5320.87,75689,21.210878
40.005039,-105.262084,5324.47,76690,20.041948
40.004985,-105.262161,5327.76,77693,19.981941
40.004928,-105.262245,5332.35,78700,21.666479
40.004875,-105.262321,5336.94,79692,20.224145
40.004821,-105.262405,5339.24,80691,21.232154
40.004768,-105.262481,5340.55,81694,20.001901
40.004707,-105.262573,5342.52,82698,23.483901
40.004646,-105.262657,5345.47,83700,22.404844
40.004581,-105.262756,5348.75,84697,25.390981
40.004516,-105.262847,5350.39,85697,24.176446
40.004451,-105.262954,5351.05,86697,26.515739
40.004383,-105.263053,5352.36,87698,25.929227
40.004318,-105.263153,5354.33,88699,25.314731
40.004253,-105.263252,5356.63,89707,25.138586
40.004188,-105.263359,5357.61,90701,26.676120
40.004123,-105.263458,5358.92,91701,25.340097
40.004066,-105.263565,5360.56,92705,25.277866
40.004016,-105.263671,5363.19,93708,24.293315
40.003974,-105.263778,5365.81,94703,23.605148
40.003944,-105.263893,5367.13,95705,23.737478
40.003921,-105.263999,5368.44,96702,21.838417
40.003906,-105.264114,5369.75,97709,22.675546
40.003894,-105.264221,5371.06,98710,21.207660
40.003890,-105.264335,5372.38,99708,22.559576
40.003887,-105.264450,5372.05,100715,22.402444
40.003890,-105.264572,5371.06,101712,24.109279
40.003890,-105.264701,5370.41,102709,25.621883
40.003894,-105.264831,5371.06,103707,25.613834
40.003894,-105.264953,5371.72,104710,23.946250
40.003894,-105.265075,5372.05,105713,23.970169
40.003894,-105.265197,5372.05,106714,23.970169
40.003894,-105.265296,5373.03,107716,19.495239
40.003894,-105.265388,5375.33,108718,17.977626
40.003894,-105.265472,5376.97,109718,16.529029
40.003894,-105.265556,5377.95,110713,16.595544
40.003894,-105.265647,5378.61,111718,17.923912
40.003894,-105.265739,5379.59,112718,18.013620
40.003894,-105.265838,5381.56,113721,19.456325
40.003890,-105.265930,5382.87,114721,18.056650
40.003890,-105.266021,5383.53,115721,18.031667
40.003890,-105.266105,5384.19,116721,16.529029
40.003902,-105.266166,5385.50,117724,12.304654
40.003921,-105.266204,5387.14,118725,8.878479
40.003948,-105.266235,5389.44,119726,8.952054
40.003971,-105.266235,5391.73,120726,5.696818
40.004001,-105.266227,5392.72,121726,7.704363
40.004039,-105.266220,5393.70,122726,9.651551
40.004081,-105.266204,5395.67,123726,10.867949
40.004127,-105.266204,5396.65,124725,11.405065
40.004161,-105.266204,5397.97,125729,8.502630
40.004196,-105.266189,5399.28,126731,9.031142
40.004222,-105.266151,5399.93,127732,10.020975
40.004245,-105.266090,5400.26,128732,13.289348
40.004257,-105.266029,5400.59,129732,12.341604
40.004280,-105.265975,5399.93,130735,11.926258
40.004314,-105.265937,5399.61,131744,11.276753
40.004352,-105.265922,5401.58,132742,9.968955
40.004394,-105.265914,5402.89,133743,10.541147
40.004440,-105.265914,5403.87,134735,11.474118
40.004489,-105.265907,5402.89,135741,12.347629
40.004543,-105.265907,5402.23,136737,13.332654
40.004589,-105.265914,5402.56,137744,11.400906
40.004631,-105.265937,5403.54,138743,11.386907
40.004657,-105.265975,5403.54,139746,10.000951
40.004673,-105.266021,5403.21,140742,9.822474
40.004676,-105.266075,5402.56,141745,10.529587
40.004669,-105.266120,5402.23,142747,9.195218
40.004650,-105.266159,5402.23,143752,8.843070
40.004615,-105.266181,5403.21,144747,9.700258
40.004570,-105.266204,5404.20,145752,12.179786
40.004516,-105.266220,5404.53,146750,13.641739
40.004459,-105.266227,5404.53,147751,14.306761
40.004398,-105.266227,5404.53,148752,15.161133
40.004329,-105.266220,5404.53,149747,17.242773
40.004261,-105.266220,5404.86,150752,16.988321
40.004192,-105.266227,5405.51,151757,17.070859
40.004131,-105.266235,5405.51,152755,15.296305
40.004081,-105.266235,5405.84,153755,12.330752
40.004035,-105.266235,5405.51,154759,11.348155
40.004001,-105.266235,5405.84,155760,8.528138
40.003974,-105.266235,5406.50,156756,6.666327
40.003963,-105.266235,5407.48,157757,2.842712
40.003963,-105.266227,5408.46,158752,1.508686
40.003959,-105.266227,5408.14,159759,0.941919
40.003959,-105.266227,5407.81,160762,0.000000
40.003959,-105.266227,5407.48,161763,0.000000
40.003952,-105.266227,5407.48,162760,1.904665
40.003944,-105.266227,5407.81,163758,1.900844
40.003936,-105.266227,5408.46,164761,1.885713
40.003925,-105.266220,5408.14,165765,3.217236
40.003902,-105.266204,5408.14,166767,6.428038
40.003875,-105.266166,5407.81,167767,10.031015
40.003852,-105.266113,5407.81,168767,11.950135
40.003833,-105.266036,5407.81,169769,15.695575
40.003818,-105.265953,5407.81,170769,16.976749
40.003814,-105.265853,5407.81,171767,19.576984
40.003818,-105.265747,5407.48,172772,20.953386
40.003822,-105.265625,5407.48,173768,24.133512
40.003826,-105.265502,5407.48,174771,23.964914
40.003826,-105.265373,5407.48,175776,25.392206
40.003829,-105.265258,5407.48,176774,22.582202
40.003829,-105.265144,5407.48,177770,22.630287
40.003822,-105.265060,5407.15,178775,16.521867
40.003807,-105.264984,5406.50,179776,15.483401
40.003776,-105.264938,5405.51,180773,11.812685
40.003726,-105.264907,5404.53,181779,13.633147
40.003681,-105.264900,5403.87,182778,11.503825
40.003623,-105.264900,5403.87,183772,14.313759
40.003566,-105.264907,5403.87,184773,14.292454
40.003505,-105.264907,5404.20,185780,15.085705
40.003437,-105.264907,5404.20,186784,17.022230
40.003368,-105.264907,5403.87,187786,17.056274
40.003299,-105.264907,5403.21,188782,17.124771
40.003223,-105.264907,5403.21,189784,18.951416
40.003147,-105.264915,5403.54,190785,19.029685
40.003070,-105.264915,5403.87,191787,18.951416
40.002990,-105.264915,5403.87,192785,19.978902
40.002914,-105.264923,5404.20,193786,19.029685
40.002834,-105.264923,5405.18,194788,19.898986
40.002758,-105.264923,5405.51,195786,19.008441
40.002681,-105.264923,5405.18,196787,18.875911
40.002601,-105.264923,5404.53,197791,19.918903
40.002525,-105.264923,5402.89,198792,18.970386
40.002449,-105.264907,5401.58,199792,19.225732
40.002380,-105.264877,5401.25,200793,18.080345
40.002315,-105.264831,5400.92,201794,18.469778
40.002250,-105.264778,5400.92,202796,19.227231
40.002182,-105.264732,5401.25,203796,19.322757
40.002113,-105.264678,5401.58,204794,20.108230
40.002037,-105.264633,5401.90,205797,20.957998
40.001960,-105.264579,5402.23,206795,21.729730
40.001884,-105.264541,5402.56,207801,20.299642
40.001808,-105.264503,5402.56,208799,20.462692
40.001731,-105.264465,5401.90,209799,20.401241
40.001667,-105.264434,5401.90,210800,17.206525
40.001617,-105.264404,5401.90,211803,13.687623
40.001575,-105.264373,5401.90,212801,12.062291
40.001541,-105.264350,5402.23,213801,9.661379
40.001506,-105.264320,5402.89,214805,10.405673
40.001483,-105.264282,5402.89,215806,9.419340
40.001476,-105.264228,5402.23,216804,10.720738
40.001483,-105.264175,5400.26,217806,10.667134
40.001506,-105.264114,5399.93,218812,13.223168
40.001522,-105.264045,5399.61,219806,14.131875
40.001541,-105.263969,5399.61,220810,15.695575
40.001548,-105.263885,5399.61,221811,16.604476
40.001552,-105.263801,5399.93,222807,16.622901
40.001548,-105.263710,5400.26,223810,18.002531
40.001548,-105.263618,5400.59,224811,17.995605
40.001548,-105.263511,5400.59,225811,21.036945
40.001548,-105.263412,5400.26,226814,19.475761
40.001552,-105.263305,5400.26,227812,21.100650
40.001552,-105.263206,5400.59,228813,19.514753
40.001556,-105.263107,5400.26,229816,19.479295
40.001564,-105.263008,5399.93,230816,19.606744
40.001571,-105.262901,5398.95,231815,21.122478
40.001586,-105.262802,5398.29,232818,19.840433
40.001605,-105.262702,5397.31,233819,20.082773
40.001617,-105.262611,5396.98,234815,18.328723
40.001625,-105.262527,5396.98,235821,16.538324
40.001625,-105.262435,5396.65,236819,18.049753
40.001625,-105.262344,5396.33,237818,18.049753
40.001617,-105.262245,5395.67,238822,19.548040
40.001613,-105.262145,5395.01,239827,19.440494
40.001609,-105.262046,5394.68,240824,19.616336
40.001613,-105.261940,5394.68,241823,21.058361
40.001621,-105.261833,5394.36,242825,21.080234
40.001628,-105.261718,5393.70,243826,22.574197
40.001636,-105.261611,5393.04,244826,21.101333
40.001640,-105.261512,5392.39,245827,19.518253
40.001644,-105.261413,5391.73,246829,19.498754
40.001647,-105.261314,5390.75,247829,19.537792
40.001655,-105.261199,5389.44,248828,22.642124
40.001670,-105.261093,5387.47,249831,21.291683
40.001697,-105.260986,5386.48,250833,22.017749
40.001731,-105.260887,5386.48,251824,21.493881
40.001770,-105.260787,5386.81,252829,21.611267
40.001811,-105.260696,5387.14,253830,20.796310
40.001861,-105.260612,5386.81,254834,20.546779
40.001911,-105.260536,5385.83,255834,19.426477
40.001964,-105.260459,5383.20,256837,19.981941
40.002021,-105.260398,5380.25,257837,18.637140
40.002086,-105.260345,5377.95,258836,19.285087
40.002151,-105.260299,5376.31,259841,18.396120
40.002223,-105.260261,5375.66,260838,19.600849
40.002300,-105.260223,5375.00,261838,20.421684
40.002380,-105.260192,5375.00,262842,20.721292
40.002460,-105.260169,5375.33,263841,20.442104
40.002544,-105.260154,5374.02,264841,21.082292
40.002628,-105.260147,5372.05,265843,20.879545
40.002712,-105.260139,5369.75,266843,20.942312
40.002712,-105.260139,5369.75,267820,0.000000
40.002876,-105.260147,5367.13,268841,39.934509
40.002960,-105.260147,5366.47,269838,20.951314
40.003036,-105.260154,5366.80,270843,18.953794
40.003120,-105.260169,5367.78,271852,20.873352
40.003196,-105.260192,5369.75,272845,19.654991
40.003276,-105.260215,5369.75,273845,20.421640
40.003353,-105.260238,5369.09,274848,19.458637
40.003421,-105.260276,5367.78,275851,18.594480
40.003486,-105.260322,5366.14,276849,18.506828
40.003547,-105.260375,5364.83,277853,18.403804
40.003604,-105.260437,5363.85,278850,18.693334
40.003658,-105.260498,5363.85,279852,17.868331
40.003707,-105.260581,5364.50,280850,20.649824
40.003753,-105.260673,5365.49,281850,21.308347
40.003791,-105.260765,5367.13,282856,20.256889
40.003818,-105.260864,5369.09,283856,20.634008
40.003845,-105.260963,5370.41,284857,20.592742
40.003856,-105.261062,5370.41,285857,19.740884
40.003860,-105.261169,5369.75,286859,20.995250
40.003852,-105.261276,5368.77,287858,21.122478
40.003833,-105.261390,5367.78,288860,22.988042
40.003807,-105.261505,5366.80,289860,23.475543
40.003768,-105.261611,5366.47,290861,23.034185
40.003734,-105.261718,5366.14,291861,22.683528
40.003692,-105.261817,5365.81,292864,22.062639
40.003654,-105.261909,5365.81,293857,20.522619
40.003608,-105.261993,5366.14,294857,20.055358
40.003566,-105.262084,5366.47,295863,20.713460
40.003520,-105.262176,5367.13,296863,21.329698
40.003479,-105.262268,5367.45,297860,20.900814
40.003444,-105.262359,5368.11,298865,19.834751
40.003406,-105.262443,5369.09,299869,18.985858
40.003372,-105.262527,5370.08,300868,18.625913
40.003349,-105.262619,5371.06,301871,18.834688
40.003326,-105.262710,5372.05,302870,18.929143
40.003314,-105.262809,5373.03,303876,19.603387
40.003307,-105.262908,5374.34,304874,19.665800
40.003303,-105.263008,5375.66,305871,19.616336
40.003303,-105.263107,5376.64,306872,19.495239
40.003307,-105.263206,5378.28,307875,19.498754
40.003314,-105.263313,5379.59,308875,21.122478
40.003314,-105.263412,5380.58,309875,19.534305
40.003314,-105.263511,5380.91,310877,19.495239
40.003314,-105.263595,5380.91,311876,16.529029
40.003314,-105.263679,5380.58,312878,16.495971
40.003311,-105.263755,5380.25,313879,15.026246
40.003307,-105.263832,5379.27,314883,14.996254
40.003303,-105.263923,5378.28,315879,18.129312
40.003299,-105.264015,5377.30,316879,18.038576
40.003295,-105.264122,5375.98,317881,20.995250
40.003295,-105.264221,5374.67,318883,19.495239
40.003295,-105.264320,5373.69,319886,19.436927
40.003295,-105.264411,5372.70,320884,18.067878
40.003292,-105.264503,5372.05,321886,18.020536
40.003292,-105.264579,5371.39,322887,14.996338
40.003288,-105.264671,5371.06,324093,14.967224
40.003280,-105.264732,5371.06,325092,12.182381
40.003276,-105.264778,5371.39,326086,9.111340
40.003280,-105.264816,5371.72,327085,7.580547
40.003284,-105.264831,5373.03,328085,3.151696
40.003295,-105.264854,5374.02,329096,5.274291
40.003314,-105.264877,5375.66,330093,6.559797
40.003349,-105.264900,5376.97,331095,9.642055
40.003395,-105.264907,5379.27,332093,11.515374
40.003448,-105.264907,5381.56,333097,13.239513
40.003505,-105.264907,5384.51,334098,14.227790
40.003578,-105.264892,5386.81,335100,18.233728
40.003631,-105.264892,5388.45,336106,13.199993
40.003673,-105.264884,5390.42,337101,10.604840
40.003707,-105.264884,5393.04,338103,8.528138
40.003726,-105.264877,5395.34,339104,4.969523
40.003749,-105.264869,5397.31,340105,5.879877
40.003776,-105.264846,5398.95,341098,8.079419
40.003803,-105.264801,5399.93,342097,11.212058
40.003818,-105.264739,5400.59,343106,12.481718
40.003826,-105.264663,5401.25,344107,15.130744
40.003826,-105.264572,5401.90,345102,18.104232
40.003826,-105.264472,5402.23,346103,19.475761
40.003829,-105.264373,5403.21,347109,19.440494
40.003833,-105.264266,5403.87,348102,21.207109
40.003837,-105.264152,5403.87,349106,22.447114
40.003849,-105.264038,5403.87,350106,22.696113
40.003864,-105.263923,5403.54,351107,22.811599
40.003887,-105.263809,5402.89,352107,23.271686
40.003921,-105.263687,5402.23,353111,25.413814
40.003963,-105.263565,5401.25,354110,26.239059
40.004013,-105.263450,5399.93,355110,25.697959
40.004066,-105.263343,5399.28,356110,24.884647
40.004135,-105.263236,5398.62,357111,27.049976
40.004207,-105.263130,5398.29,358116,27.547058
40.004287,-105.263015,5397.64,359113,30.153469
40.004371,-105.262901,5396.98,360114,30.699604
40.004455,-105.262779,5396.98,361117,31.721738
40.004543,-105.262657,5396.98,362119,32.382160
40.004623,-105.262535,5397.97,363121,31.171918
40.004703,-105.262420,5398.95,364115,30.275058
40.004776,-105.262313,5399.61,365124,27.492290
40.004848,-105.262214,5399.93,366123,26.590000
40.004920,-105.262100,5399.93,367122,28.898870
40.005001,-105.261985,5400.59,368120,30.032855
40.005077,-105.261871,5401.25,369118,29.620933
40.005153,-105.261764,5402.23,370118,28.339904
40.005237,-105.261665,5403.21,371124,28.428245
40.005329,-105.261573,5403.87,372123,29.087724
40.005424,-105.261497,5404.53,373123,28.065034
40.005527,-105.261436,5404.53,374123,28.314224
40.005638,-105.261398,5403.54,375129,28.370695
40.005748,-105.261375,5400.59,376130,27.873266
40.005851,-105.261360,5397.64,377133,25.733879
40.005943,-105.261360,5394.68,378132,22.787273
40.006019,-105.261375,5391.40,379137,19.110839
40.006084,-105.261383,5388.12,380133,16.259654
40.006137,-105.261398,5385.17,381133,13.614428
40.006191,-105.261405,5381.89,382136,13.337147
40.006237,-105.261413,5379.59,383137,11.480793
40.006275,-105.261436,5376.64,384137,10.499979
40.006305,-105.261474,5374.02,385137,10.683802
40.006332,-105.261528,5372.05,386138,12.417441
40.006351,-105.261589,5370.41,387138,12.911630
40.006351,-105.261657,5369.09,388136,13.550909
40.006347,-105.261741,5368.11,389141,16.440961
40.006343,-105.261825,5367.13,390144,16.506658
40.006340,-105.261917,5366.47,391140,18.111091
40.006336,-105.261993,5366.47,392143,15.011235
40.006340,-105.262069,5366.47,393142,15.056358
40.006351,-105.262138,5366.80,394143,13.806632
40.006374,-105.262191,5367.78,395143,11.962107
40.006404,-105.262222,5368.77,396144,9.666820
40.006439,-105.262229,5369.42,397146,8.658986
40.006473,-105.262237,5370.41,398144,8.685041
40.006511,-105.262229,5371.06,399147,9.584056
40.006546,-105.262222,5372.38,400147,8.667654
40.006576,-105.262222,5373.36,401149,7.580566
40.006599,-105.262222,5375.00,402148,5.702532
40.006610,-105.262214,5375.98,403146,3.226926
40.006610,-105.262214,5377.62,404147,0.000000
40.006610,-105.262214,5378.61,405147,0.000000
40.006614,-105.262214,5379.59,406149,0.947571
40.006614,-105.262207,5379.92,407153,1.495148
40.006618,-105.262207,5379.92,408152,0.950422
40.006618,-105.262207,5379.92,409151,0.000000
40.006618,-105.262207,5379.92,410151,0.000000
40.006622,-105.262199,5379.92,411153,1.765095
40.006622,-105.262199,5379.92,412153,0.000000
40.006626,-105.262199,5379.92,413156,0.945679
40.006626,-105.262191,5379.92,414154,1.504146
40.006629,-105.262191,5379.92,415156,0.946624
40.006629,-105.262191,5379.92,416157,0.000000
40.006633,-105.262184,5380.25,417158,1.773920
40.006641,-105.262184,5380.25,418159,1.897039
